accuracy,auc,loss,val_accuracy,val_auc,val_loss
0.7024999856948853,0.772632360458374,0.574183464050293,0.8125,0.8908883929252625,0.4589235186576843
0.7796249985694885,0.8612635731697083,0.46530553698539734,0.843999981880188,0.9176428318023682,0.38153985142707825
0.8163750171661377,0.892626166343689,0.413333922624588,0.8610000014305115,0.9326524138450623,0.33905288577079773
0.8352500200271606,0.9142283797264099,0.3724208474159241,0.8765000104904175,0.9451764822006226,0.3087748885154724
0.8547499775886536,0.9279367923736572,0.3429614007472992,0.890500009059906,0.9559905529022217,0.27472034096717834
0.8668749928474426,0.9381169676780701,0.3176940679550171,0.8980000019073486,0.9634429216384888,0.25035014748573303
0.8727499842643738,0.9448020458221436,0.3002029061317444,0.9054999947547913,0.9660850167274475,0.24011510610580444
0.8808749914169312,0.9502227902412415,0.28703221678733826,0.9160000085830688,0.9722814559936523,0.21921300888061523
0.8898749947547913,0.9569645524024963,0.2669643461704254,0.9200000166893005,0.9760130047798157,0.20793558657169342
0.890500009059906,0.9580260515213013,0.2626854479312897,0.9194999933242798,0.9742649793624878,0.21715079247951508
0.8953750133514404,0.9604582190513611,0.255946546792984,0.9204999804496765,0.977217435836792,0.19985419511795044
0.8978750109672546,0.9619352221488953,0.2501254677772522,0.9179999828338623,0.9773710370063782,0.1982039362192154
0.8986250162124634,0.9642738699913025,0.24194836616516113,0.9319999814033508,0.9794844388961792,0.18624773621559143
0.9022499918937683,0.9656894207000732,0.23693682253360748,0.9269999861717224,0.9804329872131348,0.18452472984790802
0.905875027179718,0.9680294394493103,0.22919175028800964,0.9229999780654907,0.9786239266395569,0.1885508894920349
0.9077500104904175,0.9686375856399536,0.225956991314888,0.921999990940094,0.9792680144309998,0.18550553917884827
0.9107499718666077,0.9710387587547302,0.21751347184181213,0.9269999861717224,0.9805319309234619,0.17921505868434906
0.9142500162124634,0.9718102216720581,0.21450357139110565,0.9304999709129333,0.9809855222702026,0.17652368545532227
0.9141250252723694,0.9724043607711792,0.21221260726451874,0.9315000176429749,0.982467532157898,0.16977731883525848
0.9160000085830688,0.9724277853965759,0.2111949473619461,0.9244999885559082,0.9810265302658081,0.1800616979598999
0.9147499799728394,0.9728403687477112,0.20993047952651978,0.9350000023841858,0.9812925457954407,0.1762598156929016
0.9164999723434448,0.9729394316673279,0.2094835638999939,0.9359999895095825,0.9833080172538757,0.16522903740406036
0.9191250205039978,0.9750416874885559,0.2012404352426529,0.9309999942779541,0.9834794998168945,0.16392959654331207
0.9156249761581421,0.9742557406425476,0.20446337759494781,0.9334999918937683,0.9830025434494019,0.16846036911010742
0.9173750281333923,0.9758784770965576,0.1981610208749771,0.9384999871253967,0.983679473400116,0.16280114650726318
0.9179999828338623,0.9762604832649231,0.19554799795150757,0.9359999895095825,0.9844880700111389,0.158527210354805
0.9206249713897705,0.9768484234809875,0.19378066062927246,0.9380000233650208,0.9843270182609558,0.1591867059469223
0.9243749976158142,0.9776463508605957,0.18961597979068756,0.9334999918937683,0.9841010570526123,0.15959474444389343
0.9226250052452087,0.977601170539856,0.19073694944381714,0.9355000257492065,0.9830999970436096,0.16625094413757324
0.9201250076293945,0.9767208695411682,0.19335295259952545,0.9390000104904175,0.9830784797668457,0.1653812676668167
0.9241250157356262,0.9787839651107788,0.18484856188297272,0.9365000128746033,0.9842750430107117,0.1584027111530304
0.9263749718666077,0.9780693054199219,0.18740403652191162,0.9390000104904175,0.9849919080734253,0.1540529429912567
0.9226250052452087,0.977371096611023,0.19044023752212524,0.9394999742507935,0.9842565059661865,0.15772774815559387
0.9258750081062317,0.9796562194824219,0.18146473169326782,0.9315000176429749,0.9829239249229431,0.1658635139465332
0.9290000200271606,0.9793400764465332,0.18186548352241516,0.9440000057220459,0.9853039979934692,0.15267205238342285
0.9242500066757202,0.9783700704574585,0.1872321218252182,0.9355000257492065,0.9834084510803223,0.1621626913547516
0.9294999837875366,0.9809810519218445,0.17396384477615356,0.9359999895095825,0.9846359491348267,0.15535204112529755
0.9271249771118164,0.9795791506767273,0.1807698905467987,0.9380000233650208,0.9835014939308167,0.1608489602804184
0.9281250238418579,0.9809586405754089,0.17544040083885193,0.9334999918937683,0.9843120574951172,0.15619689226150513
0.9257500171661377,0.9797151684761047,0.18038681149482727,0.9415000081062317,0.9842434525489807,0.15646810829639435
0.9268749952316284,0.9799067378044128,0.17861540615558624,0.9409999847412109,0.9854885339736938,0.1489747166633606
0.9278749823570251,0.9801800847053528,0.17867645621299744,0.9394999742507935,0.9842560291290283,0.15690751373767853
0.9304999709129333,0.9814093112945557,0.1724918782711029,0.934499979019165,0.9830604791641235,0.1631622314453125
0.9282500147819519,0.9812809824943542,0.17378973960876465,0.9359999895095825,0.9850124716758728,0.15400056540966034
0.9300000071525574,0.9806262850761414,0.17607761919498444,0.9394999742507935,0.9856339693069458,0.1501423865556717
0.9306250214576721,0.9808295965194702,0.1754511147737503,0.9319999814033508,0.9836840033531189,0.1600717306137085
0.9287499785423279,0.9805464148521423,0.1759958565235138,0.9390000104904175,0.9839400053024292,0.15718989074230194
0.9292500019073486,0.9803311824798584,0.17800003290176392,0.9409999847412109,0.9842730164527893,0.15816350281238556
0.9279999732971191,0.9815683364868164,0.17228694260120392,0.940500020980835,0.9852845072746277,0.1503726840019226
0.9318749904632568,0.9809987545013428,0.1737554520368576,0.9375,0.9847234487533569,0.1534672975540161
0.934249997138977,0.9824402928352356,0.16709348559379578,0.9424999952316284,0.9853215217590332,0.14950254559516907
