epoch,d_loss,g_loss
1,1.3091746398380824,1.0138370479856218
50,1.4044405562537057,0.8188825930867877
100,1.3512040717261178,0.8213445629392352
150,1.3350392750331335,0.8616929735456195
200,1.3413738012313843,0.8360364948000226
250,1.3399425915309362,0.8662747314998082
300,1.3476856776646204,0.8346932445253644
350,1.35468213898795,0.8612139735903058
400,1.3640004396438599,0.8263929145676749
450,1.3295003516333443,0.8616464223180499
500,1.3363274676459176,0.8392439314297268
